,Name,Date,Open,High,Low,Close,Volume,Ex-Dividend,Split_Ratio,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
0,DOW,2002-12-16,28.99,30.39,28.74,30.36,4381700.0,0.0,1.0,16.994452215913,17.815157048693,16.847897781488,17.797570516562,4381700.0
1,DOW,2002-12-17,30.0,30.12,29.75,29.85,5300100.0,0.0,1.0,17.58653213099,17.656878259514,17.439977696565,17.498599470335,5300100.0
2,DOW,2002-12-18,29.52,29.99,29.36,29.51,4762100.0,0.0,1.0,17.305147616894,17.580669953613,17.211352778862,17.299285439517,4762100.0
3,DOW,2002-12-19,29.3,29.75,29.12,29.24,3268700.0,0.0,1.0,17.1761797146,17.439977696565,17.070660521814,17.141006650338,3268700.0
4,DOW,2002-12-20,29.9,29.91,29.5,29.9,4683000.0,0.0,1.0,17.52791035722,17.533772534597,17.29342326214,17.52791035722,4683000.0
5,DOW,2002-12-23,29.65,29.88,29.36,29.66,2740700.0,0.0,1.0,17.381355922795,17.516186002466,17.211352778862,17.387218100172,2740700.0
6,DOW,2002-12-24,29.88,30.05,29.81,29.99,1038800.0,0.0,1.0,17.516186002466,17.615843017875,17.475150760827,17.580669953613,1038800.0
7,DOW,2002-12-26,30.1,30.65,30.06,30.2,1816100.0,0.0,1.0,17.64515390476,17.967573660495,17.621705195252,17.70377567853,1816100.0
8,DOW,2002-12-27,29.86,29.96,29.1,29.11,1654900.0,0.335,1.0,17.705904267155,17.765200664567,17.255251646825,17.261181286567,1654900.0
9,DOW,2002-12-30,29.25,29.49,28.87,29.46,1753700.0,0.0,1.0,17.344196242943,17.486507596731,17.118869932778,17.468718677508,1753700.0
10,DOW,2002-12-31,29.4,29.77,29.11,29.7,1599300.0,0.0,1.0,17.433140839061,17.652537509484,17.261181286567,17.611030031296,1599300.0
11,DOW,2003-01-02,29.95,30.58,29.51,30.46,2328500.0,0.0,1.0,17.759271024826,18.13283832852,17.498366876214,18.061682651626,2328500.0
12,DOW,2003-01-03,30.28,30.38,29.79,30.35,2769400.0,0.0,1.0,17.954949136284,18.014245533696,17.664396788967,17.996456614473,2769400.0
13,DOW,2003-01-06,30.35,30.89,30.25,30.89,3617600.0,0.0,1.0,17.996456614473,18.316657160496,17.937160217061,18.316657160496,3617600.0
14,DOW,2003-01-07,30.82,31.1,30.64,30.84,3107700.0,0.0,1.0,18.275149682308,18.441179595061,18.168416166967,18.28700896179,3107700.0
15,DOW,2003-01-08,30.85,30.85,30.25,30.32,2558500.0,0.0,1.0,18.292938601531,18.292938601531,17.937160217061,17.978667695249,2558500.0
16,DOW,2003-01-09,30.32,30.88,30.2,30.6,2844200.0,0.0,1.0,17.978667695249,18.310727520755,17.907512018355,18.144697608002,2844200.0
17,DOW,2003-01-10,30.6,30.89,30.05,30.69,2308300.0,0.0,1.0,18.144697608002,18.316657160496,17.818567422237,18.198064365673,2308300.0
18,DOW,2003-01-13,30.8,31.15,30.6,30.8,2948600.0,0.0,1.0,18.263290402826,18.470827793767,18.144697608002,18.263290402826,2948600.0
19,DOW,2003-01-14,31.05,31.07,30.66,31.07,2122700.0,0.0,1.0,18.411531396355,18.423390675837,18.180275446449,18.423390675837,2122700.0
20,DOW,2003-01-15,30.8,30.92,30.54,30.75,2932900.0,0.0,1.0,18.263290402826,18.33444607972,18.109119769555,18.23364220412,2932900.0
21,DOW,2003-01-16,30.75,31.3,30.74,31.15,2105900.0,0.0,1.0,18.23364220412,18.559772389884,18.227712564379,18.470827793767,2105900.0
